"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Malaysia","MYS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.83","13.58","11.43","6.42","6.09","5.39","5.01","3.75","5.51","5.29","4.53","3.39","3.09","0.85","0.49","0.19","0.21","0.07","0","0","0","0","0","0","0","",
"North America","NAC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.57","69.81","46.92","44.39","68.43","41.83","43.12","12.9","7.44","3.68","1.55","1.81","3.13","4.39","14.05","7.99","16.55","44.81","24.55","2.71","9.32","9.56","7.38","8.24","7.2","",
"New Caledonia","NCL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359.24","350.71","327.87","298.92","302.78","310.49","307.39","315.37","351.76","377.45","410.05","424.02","427.97","416.72","410.12","404.9","389.33","367.77","349.75","332.56","330.78","304.18","305.14","305.14","305.14","",
"Nigeria","NGA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401.79","394.49","381.75","382.09","390.12","395.9","398.57","400.61","402.01","389.96","363.36","339.51","316.22","297.83","287.7","283.81","284.83","288.98","291.07","293","304.37","299.27","299","299","294.25","",
"Nicaragua","NIC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78","2.96","2.15","1.86","1.88","1.79","0.83","0.35","0.2","0.16","0.17","0.23","0.3","0.28","0.27","0.53","1.45","2.49","3.58","2.93","5.62","5.04","3.44","1.42","1.04","",
"Netherlands","NLD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.73","7.7","11.58","9.77","4.6","4.72","4.61","5.42","3.96","3.25","3.8","2.32","1.71","1.27","0.61","0.54","0.41","0.33","0.34","0.02","0.01","0","0","0","0","",
"Nauru","NRU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Other small states","OSS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08","6.63","6.02","5.63","4.06","4.9","4.82","4.61","4.1","5.32","7.38","9.52","8.09","6.66","4.72","4.68","4.7","3.74","3.16","2.82","2.35","2.15","11.08","17.61","12.77","",
"Panama","PAN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.54","0.48","1.13","2.22","2.46","1.74","0.77","0.59","0.33","0.34","0.18","0.15","0.35","0.29","0.39","0.22","0.3","0.29","0.28","0.65","0.71","1.43","1.61","3.18","3.5","",
"Peru","PER","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.19","9.92","12.03","10.32","10.55","9.8","7.2","5.59","4.84","4.58","3.31","2.69","3.48","5.35","7.1","7.26","6.01","5.91","4.67","3.59","2.31","1.79","2.72","2.19","3.25","",
"Philippines","PHL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73","1.19","1.46","2.04","1.82","1.63","1.98","2.13","1.39","1.07","0.96","0.42","0.33","0.3","0.24","0.46","0.28","0.26","0.17","0.21","0.23","0.16","0.12","0.23","0.35","",
"Palau","PLW","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.08","252","208.62","217.7","269.94","216.27","219.58","179.69","164.32","211.09","141.39","114.39","154.67","171.06","189.34","101.19","134.9","134.03","138.57","140.1","149.77","123.55","162.7","147.2","151.76","",
"Poland","POL","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.976143661265","352.23214736288","343.133598401689","338.674512600954","329.492540033673","322.87882886733","314.454010494361","302.828677877385","294.775073170669","287.11514424829","277.381105570313","266.318486110357","253.605431037835","241.645087669481","234.234880938913","234.77644771908","233.035859742461","234.841367110017","235.335761042465","232.466043119466","239.097787408263","238.802524941794","234.887744942031","237.079841792096","237.157020392778","",
"Puerto Rico (US)","PRI","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.79","12.42","10.56","1.76","1.67","0.71","0.72","0.5","1.72","1.5","1.38","1.71","2.22","1.45","1.06","0.7","0.5","0.46","0.36","0.18","0.18","0.23","0.21","0.31","0.51","",
"Portugal","PRT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.32","14.49","14.65","7.24","3.57","1.9","4.14","6.68","1.64","0.39","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"West Bank and Gaza","PSE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.43","171.34","156.99","139.22","122.34","152.06","150.06","88.02","69.73","153.74","104.65","36.94","59.69","109.49","202.3","308.04","410.08","711.44","477.57","385.35","213.12","118.74","85.57","53.64","77.14","",
"South Asia","SAS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.585284739027","21.284794244267","19.2238461020887","19.9306413584013","21.3212496422489","21.9646411281909","16.1740670088359","14.6712105996602","14.3054753880467","13.5849678272116","12.848600702384","10.3473818307266","7.94105356758102","6.14064677196491","6.2326932595622","6.32326163696021","6.16537616030779","4.52703895748363","3.35948988977185","2.78822630589554","2.47521339566333","2.44680895074368","1.38289141497746","1.32267566509403","1.45618899888534","",
"Saudi Arabia","SAU","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81","1.68","1.36","0.86","0.58","0.48","0.56","0.19","0.02","0.02","0.01","0.02","0.03","0.01","0.01","0.03","0.08","0.05","0.02","0.01","0.02","0","0","0","0","",
"Sudan","SDN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.72","83.54","65.5","60.42","54.28","53.25","52.2","45.08","37.18","34.3","32.39","32.03","32.33","33.7","37.1","43.25","50.43","56.38","59.35","63.16","65.76","70.36","72.02","97.57","98.25","",
"Senegal","SEN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230.37","176.61","156.98","168.09","129.2","132.26","121.53","98.57","52.18","32.88","60.4","48.31","53.04","57.87","37.65","69.27","45.5","52.06","65.83","41.11","35.59","41.85","38.1","34.69","36.78","",
"Singapore","SGP","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","583.82","643.07","618.21","518.28","718.98","598.05","579.21","314.03","184.87","146.81","173.27","114.49","91.96","91.15","56.99","62.89","128.37","156.8","125.88","195.76","154.7","204.13","210.95","240.82","224.28","",
"Sierra Leone","SLE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424.58","425.06","425.58","414.3","405.39","401.19","397.65","405.15","427.1","445.04","438.89","427.79","413.44","396.12","380.3","367.82","363.56","350.55","340.61","321.88","313.11","305.82","298.19","284.08","282.67","",
"El Salvador","SLV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62","0.3","0.1","0.07","0.09","0.05","0.04","0.03","0.03","0.02","0.01","0.01","0.01","0","0","0","0.01","0","0","0","0","0","0","0","0","",
"San Marino","SMR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.15","141.04","133.37","132.19","120.72","131.66","118.99","95.9","60.03","38.1","41.12","33.62","34.13","40.43","46.61","55.22","55.25","54.91","56.16","56.65","56.5","55.35","54.67","54.37","53.28","",
"Serbia","SRB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","352.112481919571","352.631191227146","343.37042094242","338.617008182726","329.460372676438","323.414467480205","315.213822220374","303.872759161616","294.844453915439","290.099565339472","281.549710926345","269.97431391888","258.042603451995","246.835170545169","240.281542864163","240.894173710596","238.835501955507","244.713896287017","241.022830283312","237.506587437217","242.398297420167","239.887466418967","235.502748856721","236.85644409621","236.730963104568","",
"South Sudan","SSD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344.59","344.91","339.69","329.78","315.5","305.86","292.76","274.8","268.1","271.12","275.62","281.33","278.4","276.1","271.04","269.31","265.71","277.3","276.3","285.93","281.6","276.82","274.78","264.93","254.08","",
"Sub-Saharan Africa","SSF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339.852294762116","341.942701007986","332.0464942067","328.796248951271","320.997377843365","310.208092946497","301.7483524688","289.615013858854","279.744618950646","278.215256606279","271.842511995124","260.375957288953","250.565864240167","242.071845254015","232.984272668555","232.493452359625","227.779224664448","231.535508933798","225.532884688827","222.063254342982","227.986774499327","225.14469391562","222.169475290649","227.159959958893","229.261435164613","",
"Small states","SST","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.02","287.52","337.42","277.32","294.77","112.22","31.07","14.27","36.01","34.76","17.3","45.47","66.25","47.85","8.91","10.27","10.99","10.82","13.97","11.47","8.89","12.25","17.54","10.17","30.09","",
"Suriname","SUR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.38","222.68","175.03","146.82","110.37","119.05","42.42","14.08","26.29","31.13","21.8","9.68","6.85","6.25","4.72","0.94","0.9","1.56","0.34","1.16","1.63","0.24","0","0","0","",
"Slovak Republic","SVK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","4.74","2.26","1.15","1.91","0.92","0.51","0.28","0.19","0.34","0.86","1.21","1.3","2.3","1.22","0.99","0.78","1.36","2.1","0.76","0.7","1.49","0.63","1.73","0.55","",
"Sint Maarten (Dutch part)","SXM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Turks and Caicos Islands","TCA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272.13","276.62","243.18","240.34","237.39","241.27","242.2","236.14","237.86","245.1","244.66","228.36","215.47","208.02","212.01","215.03","214.3","217.09","224.99","217.22","208.74","206.65","209.09","205.12","206.14","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.96221365158608","5.57500948028486","5.21436913047169","5.32413169760427","5.70791822384512","5.27579157620283","5.1897229329391","4.60410624697473","4.7111447802266","5.12100883821246","5.24239353180986","4.51660686367627","5.14125118536814","3.78482150341341","3.42701857660578","2.42929937996633","2.55769257824147","2.27413048444737","2.08908712399703","1.98642917432632","2.03569201960386","","2.70512733856524","","2.84219520959806","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","445.12","441.75","450.6","466.21","478.67","481.51","474.94","447.26","396.33","343.15","318.53","310.57","336.21","369.59","368.98","372.35","368.57","351.15","322.45","289.98","283.92","279.51","278.59","264.8","249.25","",
"Thailand","THA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.57","5.26","3.65","3.03","2.15","2.38","2.4","2.61","2.23","2.28","2.5","1.9","3.56","3.14","3.09","1.31","0.9","0.55","0.38","0.3","0.23","0.18","0.46","0.67","0.58","",
"Tajikistan","TJK","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.08","5.32","2.82","2.44","1.58","1","0.57","0.26","0.13","0.07","0.04","0.02","0.01","0","0","0","0","0","0","0","0","0","0","0","0","",
"Turkmenistan","TKM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.03","0.06","0.02","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4698065919969","10.8452575450177","9.7394498317067","9.39950172193464","9.16602631542683","10.0351895957577","8.51894396326198","7.5582220221097","5.25681047148957","5.12116285780506","6.04116368220519","4.48626869053794","4.22208759652859","4.10110142840366","3.34934026036144","3.98777069442422","4.74289387275743","6.4469978405064","6.27519308643254","6.007992634421","4.32791821117182","3.82852823824138","3.45709429021754","3.71233765892747","4.26477772667526","",
"Timor-Leste","TLS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.38","158.38","126.21","78.3","267.85","172.38","178.86","121.35","138.17","100.55","93.53","29.52","6.8","1.3","0.43","0.1","0.1","0.01","0","0","0","0","0","0","0","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8732086298892","11.3705100291454","11.4898635116414","10.3221772281935","7.07395426026187","7.00424344512996","7.07988581772355","5.98897786970674","4.64995121494046","5.29367645019396","7.42711035551085","7.75227693346542","6.78186927056593","5.76627194083906","4.60295143381464","4.49839489913673","5.69389125252881","5.51917323389183","5.11460187665926","4.36848885774668","3.72510851764581","3.86700154548884","8.25165268100721","11.7810428265948","10.3719705357006","",
"Tonga","TON","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.585284739027","21.284794244267","19.2238461020887","19.9306413584013","21.3212496422489","21.9646411281909","16.1740670088359","14.6712105996602","14.3054753880467","13.5849678272116","12.848600702384","10.3473818307266","7.94105356758102","6.14064677196491","6.2326932595622","6.32326163696021","6.16537616030779","4.52703895748363","3.35948988977185","2.78822630589554","2.47521339566333","2.44680895074368","1.38289141497746","1.32267566509403","1.45618899888534","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339.852294762116","341.942701007986","332.0464942067","328.796248951271","320.997377843365","310.208092946497","301.7483524688","289.615013858854","279.744618950646","278.215256606279","271.842511995124","260.375957288953","250.565864240167","242.071845254015","232.984272668555","232.493452359625","227.779224664448","231.535508933798","225.532884688827","222.063254342982","227.986774499327","225.14469391562","222.16947529065","227.159959958893","229.261435164613","",
"Trinidad and Tobago","TTO","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkiye","TUR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.69","2.51","2.35","2.09","1.19","0.46","0.17","0.07","0.04","0.01","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Tuvalu","TUV","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334.61","318.45","297.33","278.65","264.95","251.68","225.72","197.89","174.56","155.42","145.56","132.97","121.45","131.8","146.36","141.8","134.05","123.18","111.48","116.09","123.35","133.33","132.39","138.45","136.73","",
"Uganda","UGA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","482.77","508.43","501.62","479.36","442.78","426.27","425.62","417.91","417.7","422.8","405.97","382.9","349.79","310.27","292.11","288.7","281.02","276.51","269.21","250.82","255.66","268.61","266.58","267.57","264.23","",
"Ukraine","UKR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86170690991311","3.58689424888356","3.39392835908063","3.26499681736309","3.00556662010793","3.17824287897217","3.22424868732637","2.94938611115915","2.62007488526436","2.62217384629685","3.45454315985787","3.08464680543078","3.0991514286137","2.79974416136774","2.38220973715368","2.26896868862648","2.27275479915299","1.97921665882933","1.85554332629779","1.69080153533606","1.69609288121868","","1.70249122343252","","1.85845642118832","",
"Uruguay","URY","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.08","3.07","2.91","2.88","2.54","3.87","2.73","1.11","0.25","0","0.11","0","0","0","0","0","0","0","0","0","0","0","","0","0","",
